"id","property class","acreage", "value", "orig val data"
431.-1-58 ,323 Vacant rural,0.33,"5,000","FULL MARKET VALUE 5,000\r"
431.-1-59 ,210 1 Family Res,4.66,"186,000","FULL MARKET VALUE 186,000\r"
431.-1-61 ,null,97.90,"160,000","FULL MARKET VALUE 160,000\r"
431.-1-62 ,null,250.90,"190,000","FULL MARKET VALUE 190,000 LT411 Fish-s eddy light 19,000 TO\r"
431.-1-63.1 ,210 1 Family Res - WTRFNT,1.55,"50,000","FULL MARKET VALUE 50,000\r"
431.-1-63.2 ,210 1 Family Res,4.75,"90,000","FULL MARKET VALUE 90,000\r"
431.-1-65.1 ,null,193.55,"1400,000","FULL MARKET VALUE 1400,000\r"
431.-1-65.2 ,null,699.90,"850,000","FULL MARKET VALUE 850,000\r"
431.-1-66 ,null,null,"55,000","FULL MARKET VALUE 55,000\r"
431.-1-70 ,null,0.50,"10,000","FULL MARKET VALUE 10,000\r"
431.-1-71 ,null,1.20,"13,000","FULL MARKET VALUE 13,000\r"
431.-1-72 ,null,24.00,"20,000","FULL MARKET VALUE 20,000\r"
431.-1-73 ,null,49.00,"5,000","FULL MARKET VALUE 5,000\r"
431.-2-1 ,210 1 Family Res - WTRFNT,4.20,"350,000","FULL MARKET VALUE 350,000\r"
431.-2-2 ,260 Seasonal res,18.15,"135,000","FULL MARKET VALUE 135,000\r"
431.2-1-1 ,210 1 Family Res,0.23,"160,000","FULL MARKET VALUE 160,000\r"
431.2-1-2 ,null,0.10,"11,000","FULL MARKET VALUE 11,000\r"
431.2-1-3 ,210 1 Family Res,0.25,"125,000","FULL MARKET VALUE 125,000\r"
431.2-1-4 ,210 1 Family Res,0.25,"99,920","FULL MARKET VALUE 99,920\r"
431.2-1-5 ,210 1 Family Res,1.10,"170,000","FULL MARKET VALUE 170,000\r"
431.2-1-7 ,null,null,"42,000","FULL MARKET VALUE 42,000\r"
431.2-1-8 ,210 1 Family Res,1.50,"140,000","FULL MARKET VALUE 140,000\r"
431.2-1-10 ,210 1 Family Res,0.18,"43,000","FULL MARKET VALUE 43,000\r"
431.2-1-11 ,210 1 Family Res,null,"105,000","FULL MARKET VALUE 105,000\r"
431.2-1-12 ,210 1 Family Res,0.31,"100,000","FULL MARKET VALUE 100,000\r"
431.2-1-13 ,210 1 Family Res,0.13,"60,000","FULL MARKET VALUE 60,000\r"
431.2-1-14 ,null,0.13,"28,000","FULL MARKET VALUE 28,000\r"
431.2-1-15 ,210 1 Family Res,0.25,"165,000","FULL MARKET VALUE 165,000 LT411 Fish-s eddy light 16,500 TO\r"
431.2-1-17 ,314 Rural vac<10,0.50,"15,000","FULL MARKET VALUE 15,000\r"
431.2-1-18 ,210 1 Family Res,0.75,"140,000","FULL MARKET VALUE 140,000\r"
431.2-1-19 ,210 1 Family Res,0.38,"120,000","FULL MARKET VALUE 120,000\r"
431.2-1-20 ,210 1 Family Res,0.20,"126,000","FULL MARKET VALUE 126,000\r"
431.2-1-22 ,210 1 Family Res,null,"110,000","FULL MARKET VALUE 110,000\r"
431.2-1-23 ,210 1 Family Res,0.50,"85,000","FULL MARKET VALUE 85,000\r"
431.2-1-24 ,210 1 Family Res,0.50,"100,000","FULL MARKET VALUE 100,000\r"
431.2-1-25 ,314 Rural vac<10,0.28,"15,000","FULL MARKET VALUE 15,000\r"
431.2-1-26 ,210 1 Family Res,0.47,"90,000","FULL MARKET VALUE 90,000\r"
431.2-1-27.1 ,210 1 Family Res,1.30,"120,000","FULL MARKET VALUE 120,000 LT411 Fish-s eddy light 12,000 TO\r"
431.2-1-27.2 ,210 1 Family Res,null,"65,000","FULL MARKET VALUE 65,000 LT411 Fish-s eddy light 6,500 TO\r"
431.2-1-28 ,210 1 Family Res,null,"75,000","FULL MARKET VALUE 75,000 LT411 Fish-s eddy light 7,500 TO\r"
431.2-1-29 ,210 1 Family Res,null,"116,000","FULL MARKET VALUE 116,000\r"
431.2-1-30 ,210 1 Family Res,null,"140,000","FULL MARKET VALUE 140,000\r"
431.2-1-31 ,null,0.06,"64,000","FULL MARKET VALUE 64,000\r"
431.2-1-32 ,210 1 Family Res,null,"83,000","FULL MARKET VALUE 83,000 LT411 Fish-s eddy light 8,300 TO\r"
431.2-1-33 ,210 1 Family Res,0.25,"220,000","FULL MARKET VALUE 220,000\r"
431.2-1-35 ,210 1 Family Res,0.75,"85,000","FULL MARKET VALUE 85,000\r"
431.2-1-36 ,314 Rural vac<10,null,"5,000","FULL MARKET VALUE 5,000\r"
431.2-1-37.1 ,210 1 Family Res,1.56,"135,000","FULL MARKET VALUE 135,000\r"
431.2-1-38 ,null,null,"31,000","FULL MARKET VALUE 31,000 LT411 Fish-s eddy light 3,100 TO\r"
431.2-1-39.1 ,210 1 Family Res,null,"70,000","FULL MARKET VALUE 70,000\r"
431.2-1-39.2 ,null,0.38,"45,000","FULL MARKET VALUE 45,000\r"
431.2-1-40 ,null,0.69,"9,500","FULL MARKET VALUE 9,500\r"
431.2-1-41 ,null,0.25,"180,000","FULL MARKET VALUE 180,000 LT411 Fish-s eddy light 18,000 TO\r"
431.2-1-42 ,null,1.50,"280,000","FULL MARKET VALUE 280,000 LT411 Fish-s eddy light 28,000 TO\r"
431.2-1-43 ,314 Rural vac<10,0.25,"10,000","FULL MARKET VALUE 10,000\r"
431.2-1-44 ,210 1 Family Res,0.67,"155,000","FULL MARKET VALUE 155,000\r"
431.2-1-45.1 ,210 1 Family Res,0.50,"135,000","FULL MARKET VALUE 135,000\r"
431.2-1-45.2 ,null,0.33,"75,000","FULL MARKET VALUE 75,000\r"
431.2-1-46 ,null,0.40,"90,000","FULL MARKET VALUE 90,000\r"
431.2-1-47 ,260 Seasonal res,0.41,"75,000","FULL MARKET VALUE 75,000\r"
431.2-1-48.1 ,210 1 Family Res,null,"30,000","FULL MARKET VALUE 30,000\r"
431.2-1-48.2 ,210 1 Family Res,0.34,"75,000","FULL MARKET VALUE 75,000\r"
431.2-1-50.1 ,null,9.30,"520,000","FULL MARKET VALUE 520,000 LT411 Fish-s eddy light 52,000 TO\r"
431.2-1-51 ,210 1 Family Res,0.48,"60,000","FULL MARKET VALUE 60,000\r"
431.2-1-52 ,210 1 Family Res,0.89,"50,000","FULL MARKET VALUE 50,000\r"
431.2-1-53 ,210 1 Family Res,1.30,"90,000","FULL MARKET VALUE 90,000\r"
431.2-1-54 ,210 1 Family Res,1.00,"95,000","FULL MARKET VALUE 95,000\r"
431.2-1-55.1 ,210 1 Family Res,null,"70,000","FULL MARKET VALUE 70,000\r"
431.2-1-56.1 ,210 1 Family Res,1.50,"150,000","FULL MARKET VALUE 150,000\r"
431.2-1-56.21 ,210 1 Family Res,null,"73,000","FULL MARKET VALUE 73,000\r"
431.2-1-56.22 ,210 1 Family Res,null,"110,000","FULL MARKET VALUE 110,000 LT411 Fish-s eddy light 11,000 TO\r"
431.2-1-56.23 ,null,null,"14,000","FULL MARKET VALUE 14,000\r"
431.2-1-57 ,null,0.50,"20,000","FULL MARKET VALUE 20,000\r"
431.2-1-58 ,210 1 Family Res,0.50,"120,000","FULL MARKET VALUE 120,000\r"
431.2-1-59 ,210 1 Family Res,1.00,"85,000","FULL MARKET VALUE 85,000\r"
431.2-1-60.1 ,210 1 Family Res,3.31,"165,000","FULL MARKET VALUE 165,000 LT411 Fish-s eddy light 16,500 TO\r"
431.2-1-60.2 ,210 1 Family Res,null,"160,000","FULL MARKET VALUE 160,000\r"
431.2-1-61 ,210 1 Family Res,null,"77,000","FULL MARKET VALUE 77,000\r"
431.2-1-62 ,210 1 Family Res,0.13,"140,000","FULL MARKET VALUE 140,000\r"
431.2-1-64 ,210 1 Family Res,0.13,"105,000","FULL MARKET VALUE 105,000 LT411 Fish-s eddy light 10,500 TO\r"
431.2-1-65 ,null,0.17,"65,000","FULL MARKET VALUE 65,000\r"
431.2-1-66 ,null,null,"80,000","FULL MARKET VALUE 80,000\r"
431.2-1-67.2 ,210 1 Family Res,0.51,"50,000","FULL MARKET VALUE 50,000\r"
431.2-1-68 ,323 Vacant rural,2.90,"10,000","FULL MARKET VALUE 10,000\r"
431.2-1-69 ,210 1 Family Res - WTRFNT,3.60,"105,000","FULL MARKET VALUE 105,000\r"
431.2-1-70 ,210 1 Family Res,0.50,"165,000","FULL MARKET VALUE 165,000\r"
432.-1-1 ,260 Seasonal res,774.80,"820,000","FULL MARKET VALUE 820,000\r"
432.-1-2 ,null,68.20,"70,000","FULL MARKET VALUE 70,000\r"
432.-1-3 ,null,25.00,"60,000","FULL MARKET VALUE 60,000\r"
432.-1-4.2 ,null,50.30,"135,000","FULL MARKET VALUE 135,000\r"
432.-1-5 ,null,170.90,"165,000","FULL MARKET VALUE 165,000\r"
432.-1-7 ,null,675.90,"880,000","FULL MARKET VALUE 880,000\r"
432.-1-8 ,null,170.40,"150,000","FULL MARKET VALUE 150,000\r"
432.-1-9 ,null,56.30,"50,000","FULL MARKET VALUE 50,000\r"
432.-1-10 ,260 Seasonal res,57.50,"140,000","FULL MARKET VALUE 140,000\r"
432.-1-11 ,210 1 Family Res,1.50,"159,390","FULL MARKET VALUE 159,390\r"
432.-1-12 ,null,328.50,"320,000","FULL MARKET VALUE 320,000\r"
432.-1-13 ,null,150.40,"150,000","FULL MARKET VALUE 150,000\r"
432.-1-14.1 ,210 1 Family Res,41.05,"95,000","FULL MARKET VALUE 95,000\r"
432.-1-14.2 ,210 1 Family Res,1.00,"80,000","FULL MARKET VALUE 80,000\r"
432.-1-14.3 ,210 1 Family Res,1.00,"70,000","FULL MARKET VALUE 70,000\r"
432.-1-15.1 ,210 1 Family Res,4.00,"25,000","FULL MARKET VALUE 25,000\r"
432.-1-18 ,null,60.70,"60,000","FULL MARKET VALUE 60,000\r"
432.-1-19 ,null,194.10,"500,000","FULL MARKET VALUE 500,000\r"
432.-1-20 ,null,2.48,"160,000","FULL MARKET VALUE 160,000\r"
433.-1-1 ,null,211.00,"218,000","FULL MARKET VALUE 218,000\r"
433.-1-2 ,null,17.60,"20,000","FULL MARKET VALUE 20,000\r"
433.-1-3 ,null,111.00,"150,000","FULL MARKET VALUE 150,000\r"
433.-1-4 ,210 1 Family Res,4.65,"120,000","FULL MARKET VALUE 120,000\r"
433.-1-5 ,210 1 Family Res,13.20,"166,000","FULL MARKET VALUE 166,000\r"
433.-1-6 ,210 1 Family Res,3.50,"150,000","FULL MARKET VALUE 150,000\r"
433.-1-7 ,210 1 Family Res,0.98,"155,000","FULL MARKET VALUE 155,000\r"
433.-1-8.12 ,null,66.95,"100,000","FULL MARKET VALUE 100,000\r"
433.-1-8.2 ,null,0.50,"80,000","FULL MARKET VALUE 80,000\r"
433.-1-9 ,260 Seasonal res,0.74,"25,000","FULL MARKET VALUE 25,000\r"
433.-1-10 ,210 1 Family Res,null,"160,000","FULL MARKET VALUE 160,000\r"
433.-1-12 ,null,0.50,"59,000","FULL MARKET VALUE 59,000\r"
433.-1-13 ,210 1 Family Res,0.33,"59,000","FULL MARKET VALUE 59,000\r"
433.-1-14 ,210 1 Family Res,0.46,"157,500","FULL MARKET VALUE 157,500\r"
433.-1-15 ,null,3.00,"150,000","FULL MARKET VALUE 150,000\r"
433.-1-16 ,null,26.00,"40,000","FULL MARKET VALUE 40,000\r"
433.-1-17 ,null,168.00,"240,000","FULL MARKET VALUE 240,000\r"
433.-1-18 ,210 1 Family Res,1.70,"285,000","FULL MARKET VALUE 285,000\r"
433.-1-20 ,210 1 Family Res,null,"248,000","FULL MARKET VALUE 248,000\r"
433.-1-22 ,210 1 Family Res,3.91,"150,000","FULL MARKET VALUE 150,000\r"
433.-1-24 ,260 Seasonal res,2.50,"110,000","FULL MARKET VALUE 110,000\r"
433.-1-25 ,210 1 Family Res,8.80,"150,000","FULL MARKET VALUE 150,000\r"
433.-1-26 ,210 1 Family Res,3.53,"98,500","FULL MARKET VALUE 98,500\r"
433.-1-27 ,260 Seasonal res,162.10,"475,000","FULL MARKET VALUE 475,000\r"
433.-1-28 ,210 1 Family Res,5.26,"112,500","FULL MARKET VALUE 112,500\r"
433.-1-29 ,null,97.90,"153,000","FULL MARKET VALUE 153,000\r"
433.-1-30.1 ,260 Seasonal res,2.50,"25,000","FULL MARKET VALUE 25,000\r"
433.-1-30.2 ,314 Rural vac<10,5.80,"25,000","FULL MARKET VALUE 25,000\r"
433.-1-31.1 ,null,65.50,"190,000","FULL MARKET VALUE 190,000 FD113 E.branch fd 19,000 TO\r"
433.-1-31.2 ,260 Seasonal res,2.38,"160,000","FULL MARKET VALUE 160,000\r"
433.-1-32 ,null,105.90,"100,000","FULL MARKET VALUE 100,000\r"
433.-1-33 ,260 Seasonal res,0.50,"60,000","FULL MARKET VALUE 60,000\r"
433.-1-34 ,260 Seasonal res,5.00,"70,000","FULL MARKET VALUE 70,000\r"
433.-1-35 ,260 Seasonal res,36.20,"150,000","FULL MARKET VALUE 150,000\r"
433.-1-36 ,null,56.80,"261,000","FULL MARKET VALUE 261,000\r"
433.-1-37 ,null,148.40,"130,000","FULL MARKET VALUE 130,000\r"
433.-1-38 ,null,110.00,"100,000","FULL MARKET VALUE 100,000\r"
433.-1-39 ,null,70.90,"70,000","FULL MARKET VALUE 70,000\r"
433.-1-40 ,null,75.50,"70,000","FULL MARKET VALUE 70,000\r"
433.-1-41 ,null,72.80,"121,500","FULL MARKET VALUE 121,500\r"
433.-1-42 ,null,91.00,"90,000","FULL MARKET VALUE 90,000\r"
433.-1-43 ,null,70.10,"70,000","FULL MARKET VALUE 70,000\r"
433.-1-45 ,210 1 Family Res,1.56,"50,000","FULL MARKET VALUE 50,000\r"
433.-1-46 ,null,1.03,"35,000","FULL MARKET VALUE 35,000\r"
433.-1-47 ,314 Rural vac<10,1.98,"15,000","FULL MARKET VALUE 15,000\r"
433.-1-48 ,314 Rural vac<10,2.20,"15,000","FULL MARKET VALUE 15,000\r"
434.-1-1 ,null,636.40,"690,000","FULL MARKET VALUE 690,000\r"
434.-1-5 ,null,20.00,"68,000","FULL MARKET VALUE 68,000\r"
434.-1-6.1 ,260 Seasonal res,0.31,"108,000","FULL MARKET VALUE 108,000\r"
434.-1-8 ,210 1 Family Res,1.50,"250,000","FULL MARKET VALUE 250,000\r"
434.-1-9 ,210 1 Family Res,0.75,"120,000","FULL MARKET VALUE 120,000\r"
434.-1-10 ,null,3.69,"95,000","FULL MARKET VALUE 95,000\r"
434.-1-11 ,210 1 Family Res,2.50,"185,000","FULL MARKET VALUE 185,000\r"
434.-1-12.1 ,null,5.89,"170,000","FULL MARKET VALUE 170,000\r"
434.-1-12.2 ,null,12.08,"45,000","FULL MARKET VALUE 45,000\r"
434.-1-13.1 ,null,58.10,"60,000","FULL MARKET VALUE 60,000\r"
434.-1-13.2 ,null,0.70,"80,000","FULL MARKET VALUE 80,000\r"
434.-1-14 ,null,6.20,"520,000","FULL MARKET VALUE 520,000\r"
434.-1-15.2 ,210 1 Family Res - WTRFNT,8.28,"170,000","FULL MARKET VALUE 170,000\r"
434.-1-15.3 ,null,10.90,"55,000","FULL MARKET VALUE 55,000\r"
434.-1-15.4 ,260 Seasonal res - WTRFNT,8.90,"145,000","FULL MARKET VALUE 145,000\r"
434.-1-15.51 ,260 Seasonal res - WTRFNT,10.10,"155,000","FULL MARKET VALUE 155,000\r"
434.-1-15.52 ,210 1 Family Res - WTRFNT,10.10,"155,000","FULL MARKET VALUE 155,000\r"
434.-1-16.11 ,260 Seasonal res,9.71,"90,000","FULL MARKET VALUE 90,000\r"
434.-1-16.12 ,null,5.25,"50,000","FULL MARKET VALUE 50,000\r"
434.-1-16.411 ,210 1 Family Res - WTRFNT,4.00,"230,000","FULL MARKET VALUE 230,000\r"
434.-1-16.412 ,210 1 Family Res - WTRFNT,5.20,"300,000","FULL MARKET VALUE 300,000\r"
434.-1-16.42 ,210 1 Family Res - WTRFNT,2.02,"280,000","FULL MARKET VALUE 280,000\r"
434.-1-16.6 ,260 Seasonal res - WTRFNT,7.92,"110,000","FULL MARKET VALUE 110,000\r"
434.-1-16.7 ,null,15.20,"650,000","FULL MARKET VALUE 650,000\r"
434.-1-16.8 ,210 1 Family Res,8.00,"100,000","FULL MARKET VALUE 100,000\r"
434.-1-16.9 ,314 Rural vac<10,7.52,"40,000","FULL MARKET VALUE 40,000\r"
434.-1-17.1 ,260 Seasonal res - WTRFNT,1.77,"100,000","FULL MARKET VALUE 100,000\r"
434.-1-17.2 ,210 1 Family Res - WTRFNT,1.45,"340,000","FULL MARKET VALUE 340,000\r"
434.-1-18.22 ,210 1 Family Res - WTRFNT,7.20,"470,000","FULL MARKET VALUE 470,000\r"
434.-1-18.23 ,314 Rural vac<10,7.50,"48,000","FULL MARKET VALUE 48,000\r"
434.-1-18.24 ,314 Rural vac<10,5.50,"30,000","FULL MARKET VALUE 30,000\r"
434.-1-18.25 ,314 Rural vac<10,7.49,"40,000","FULL MARKET VALUE 40,000\r"
434.-1-18.26 ,null,21.33,"60,000","FULL MARKET VALUE 60,000\r"
434.-1-26 ,null,42.30,"100,000","FULL MARKET VALUE 100,000\r"
434.-1-27 ,314 Rural vac<10,0.67,"15,000","FULL MARKET VALUE 15,000\r"
434.-2-2 ,314 Rural vac<10,6.00,"30,000","FULL MARKET VALUE 30,000\r"
434.-2-3 ,314 Rural vac<10,5.48,"31,000","FULL MARKET VALUE 31,000\r"
434.-2-4 ,314 Rural vac<10,5.61,"31,000","FULL MARKET VALUE 31,000\r"
434.-2-5 ,314 Rural vac<10,5.38,"30,000","FULL MARKET VALUE 30,000\r"
434.-2-6 ,314 Rural vac<10,7.27,"35,000","FULL MARKET VALUE 35,000\r"
434.-2-7 ,314 Rural vac<10,5.73,"31,000","FULL MARKET VALUE 31,000\r"
434.-2-8 ,314 Rural vac<10,5.63,"41,000","FULL MARKET VALUE 41,000\r"
434.-2-9 ,260 Seasonal res,5.30,"91,000","FULL MARKET VALUE 91,000\r"
434.-2-10 ,260 Seasonal res,5.87,"175,000","FULL MARKET VALUE 175,000\r"
434.-2-11 ,314 Rural vac<10,5.70,"31,000","FULL MARKET VALUE 31,000\r"
434.-2-12 ,314 Rural vac<10,5.33,"31,000","FULL MARKET VALUE 31,000\r"
434.-2-13 ,314 Rural vac<10,5.44,"31,000","FULL MARKET VALUE 31,000\r"
434.-2-14 ,314 Rural vac<10,5.24,"30,000","FULL MARKET VALUE 30,000\r"
434.-2-15 ,314 Rural vac<10,5.29,"31,000","FULL MARKET VALUE 31,000\r"
434.-2-16 ,314 Rural vac<10,5.59,"31,000","FULL MARKET VALUE 31,000\r"
434.-2-17 ,null,11.29,"168,000","FULL MARKET VALUE 168,000\r"
434.-2-19 ,260 Seasonal res,7.86,"330,000","FULL MARKET VALUE 330,000\r"
434.-2-20 ,210 1 Family Res,8.95,"189,750","FULL MARKET VALUE 189,750\r"
434.-2-21 ,314 Rural vac<10,7.58,"80,000","FULL MARKET VALUE 80,000\r"
434.-2-22 ,null,5.68,"76,900","FULL MARKET VALUE 76,900\r"
434.-2-23 ,314 Rural vac<10,5.50,"78,000","FULL MARKET VALUE 78,000\r"
434.-2-24 ,null,5.80,"395,000","FULL MARKET VALUE 395,000\r"
434.-2-25 ,null,5.27,"36,000","FULL MARKET VALUE 36,000\r"
434.-2-26 ,210 1 Family Res,6.59,"251,000","FULL MARKET VALUE 251,000\r"
434.-2-27 ,210 1 Family Res,5.38,"270,000","FULL MARKET VALUE 270,000 FD113 E.branch fd 27,000 TO\r"
434.-2-28 ,314 Rural vac<10,5.26,"31,000","FULL MARKET VALUE 31,000\r"
434.-2-29 ,314 Rural vac<10,5.70,"32,000","Ryan Joseph FULL MARKET VALUE 32,000\r"
434.-2-30 ,null,5.46,"51,000","FULL MARKET VALUE 51,000\r"
434.-2-31 ,314 Rural vac<10,5.20,"30,000","FULL MARKET VALUE 30,000\r"
434.-2-32 ,314 Rural vac<10,5.30,"31,000","FULL MARKET VALUE 31,000\r"
434.-2-33 ,314 Rural vac<10,6.56,"33,000","FULL MARKET VALUE 33,000\r"
434.-2-34 ,210 1 Family Res,5.89,"182,000","FULL MARKET VALUE 182,000\r"
434.-2-35 ,260 Seasonal res,6.18,"122,000","FULL MARKET VALUE 122,000\r"
434.-2-36 ,314 Rural vac<10,6.08,"30,000","FULL MARKET VALUE 30,000\r"
434.-2-37 ,314 Rural vac<10,6.00,"32,000","FULL MARKET VALUE 32,000\r"
434.-2-38 ,314 Rural vac<10,6.26,"33,000","FULL MARKET VALUE 33,000\r"
434.-2-39 ,314 Rural vac<10,6.67,"33,000","FULL MARKET VALUE 33,000\r"
434.-2-40 ,314 Rural vac<10,6.65,"33,000","FULL MARKET VALUE 33,000\r"
434.-2-41 ,260 Seasonal res,11.24,"132,000","FULL MARKET VALUE 132,000\r"
434.-2-42 ,314 Rural vac<10,5.40,"31,000","FULL MARKET VALUE 31,000\r"
434.-2-43 ,210 1 Family Res,5.30,"170,000","FULL MARKET VALUE 170,000\r"
434.-2-44 ,null,5.98,"32,000","FULL MARKET VALUE 32,000\r"
434.-2-45 ,314 Rural vac<10,7.63,"35,000","FULL MARKET VALUE 35,000\r"
434.-2-46 ,314 Rural vac<10,5.30,"31,000","FULL MARKET VALUE 31,000\r"
434.-2-47 ,314 Rural vac<10,6.30,"33,000","FULL MARKET VALUE 33,000\r"
434.-2-48 ,314 Rural vac<10,7.31,"35,000","FULL MARKET VALUE 35,000\r"
434.-2-49 ,null,7.09,"59,000","FULL MARKET VALUE 59,000\r"
434.-2-51 ,314 Rural vac<10,5.43,"31,000","FULL MARKET VALUE 31,000\r"
434.-2-52 ,314 Rural vac<10,5.69,"31,000","FULL MARKET VALUE 31,000\r"
434.-2-53 ,314 Rural vac<10,7.53,"35,000","FULL MARKET VALUE 35,000\r"
434.-2-54 ,314 Rural vac<10,6.25,"33,000","FULL MARKET VALUE 33,000\r"
434.-2-55 ,210 1 Family Res,11.60,"179,000","FULL MARKET VALUE 179,000\r"
434.-2-57 ,314 Rural vac<10,5.84,"32,000","FULL MARKET VALUE 32,000\r"
434.-2-58 ,210 1 Family Res,5.92,"172,000","FULL MARKET VALUE 172,000\r"
434.-2-59 ,314 Rural vac<10,5.85,"32,000","FULL MARKET VALUE 32,000\r"
434.-2-61 ,260 Seasonal res,11.64,"88,000","FULL MARKET VALUE 88,000\r"
434.-2-62 ,314 Rural vac<10,5.27,"31,000","FULL MARKET VALUE 31,000\r"
434.-2-63 ,260 Seasonal res,6.07,"67,000","FULL MARKET VALUE 67,000\r"
434.-2-64 ,260 Seasonal res,6.60,"72,500","FULL MARKET VALUE 72,500\r"
434.-2-65 ,null,5.35,"31,000","FULL MARKET VALUE 31,000\r"
434.-2-66 ,null,5.25,"40,000","FULL MARKET VALUE 40,000\r"
434.-2-67 ,210 1 Family Res,5.25,"210,000","FULL MARKET VALUE 210,000\r"
434.-2-68 ,314 Rural vac<10,5.37,"31,000","FULL MARKET VALUE 31,000\r"
434.-2-69 ,null,6.37,"45,500","FULL MARKET VALUE 45,500\r"
434.-2-70 ,210 1 Family Res,11.00,"92,000","FULL MARKET VALUE 92,000\r"
434.-2-71 ,null,6.14,"52,000","FULL MARKET VALUE 52,000\r"
434.-4-1 ,null,181.54,"910,000","FULL MARKET VALUE 910,000\r"
434.-5-10 ,314 Rural vac<10,8.98,"38,000","FULL MARKET VALUE 38,000\r"
434.-5-11 ,314 Rural vac<10,8.89,"38,000","FULL MARKET VALUE 38,000\r"
434.-5-20 ,314 Rural vac<10,6.34,"33,000","FULL MARKET VALUE 33,000\r"
434.-5-21 ,314 Rural vac<10,6.80,"34,000","FULL MARKET VALUE 34,000\r"
434.-5-23 ,314 Rural vac<10,5.56,"31,000","FULL MARKET VALUE 31,000\r"
434.-5-24 ,null,6.22,"40,000","FULL MARKET VALUE 40,000\r"
434.-5-25 ,314 Rural vac<10,5.64,"31,000","FULL MARKET VALUE 31,000\r"
434.-5-26 ,null,5.25,"260,000","FULL MARKET VALUE 260,000\r"
434.-5-28 ,null,74.74,"330,000","FULL MARKET VALUE 330,000\r"
434.-5-30 ,314 Rural vac<10,5.69,"31,000","FULL MARKET VALUE 31,000\r"
434.-5-31 ,314 Rural vac<10,6.01,"32,000","FULL MARKET VALUE 32,000\r"
434.-5-32 ,314 Rural vac<10,5.75,"31,000","FULL MARKET VALUE 31,000\r"
434.-5-33 ,314 Rural vac<10,5.60,"31,000","FULL MARKET VALUE 31,000\r"
434.-5-34 ,null,5.37,"40,000","FULL MARKET VALUE 40,000\r"
434.-5-35 ,314 Rural vac<10,5.38,"31,000","FULL MARKET VALUE 31,000\r"
434.-5-36 ,null,11.67,"43,000","FULL MARKET VALUE 43,000\r"
434.-5-37 ,314 Rural vac<10,5.99,"32,000","FULL MARKET VALUE 32,000\r"
434.-5-38 ,314 Rural vac<10,5.54,"31,000","FULL MARKET VALUE 31,000\r"
434.-5-39 ,314 Rural vac<10,8.23,"36,000","FULL MARKET VALUE 36,000\r"
434.-5-40 ,314 Rural vac<10,5.39,"31,000","FULL MARKET VALUE 31,000\r"
434.-5-41 ,314 Rural vac<10,5.49,"25,000","FULL MARKET VALUE 25,000\r"
434.-5-42 ,314 Rural vac<10,7.78,"36,000","FULL MARKET VALUE 36,000\r"
434.-5-43 ,null,11.00,"50,000","FULL MARKET VALUE 50,000\r"
434.-5-44 ,314 Rural vac<10,5.34,"31,000","FULL MARKET VALUE 31,000\r"
434.-5-45 ,null,5.81,"40,000","FULL MARKET VALUE 40,000\r"
434.-5-46 ,314 Rural vac<10,7.71,"35,000","FULL MARKET VALUE 35,000\r"
434.-5-47 ,314 Rural vac<10,5.50,"31,000","FULL MARKET VALUE 31,000\r"
434.-5-48 ,314 Rural vac<10,6.13,"32,000","FULL MARKET VALUE 32,000\r"
434.-5-49 ,null,7.68,"40,000","FULL MARKET VALUE 40,000\r"
434.-5-51 ,null,5.66,"51,000","FULL MARKET VALUE 51,000\r"
434.-5-52 ,260 Seasonal res,15.73,"102,000","FULL MARKET VALUE 102,000\r"
434.-5-54 ,314 Rural vac<10,5.35,"31,000","FULL MARKET VALUE 31,000\r"
434.-5-55 ,314 Rural vac<10,5.69,"31,000","FULL MARKET VALUE 31,000\r"
434.-5-56 ,314 Rural vac<10,5.40,"31,000","FULL MARKET VALUE 31,000\r"
434.-5-57 ,null,5.29,"40,000","FULL MARKET VALUE 40,000\r"
434.-5-58 ,260 Seasonal res,5.54,"50,000","FULL MARKET VALUE 50,000\r"
434.-5-59 ,260 Seasonal res,5.33,"40,000","FULL MARKET VALUE 40,000\r"
434.-5-60 ,null,6.64,"48,000","FULL MARKET VALUE 48,000\r"
434.-5-63 ,null,14.18,"31,530","FULL MARKET VALUE 31,530\r"
434.-5-65 ,null,12.97,"29,710","FULL MARKET VALUE 29,710\r"
434.-5-67 ,null,7.09,"40,000","FULL MARKET VALUE 40,000\r"
439.-1-1 ,null,52.50,"1564,000","FULL MARKET VALUE 1564,000\r"
439.-1-2.1 ,314 Rural vac<10,9.43,"45,000","FULL MARKET VALUE 45,000\r"
439.-1-2.2 ,null,165.90,"145,000","FULL MARKET VALUE 145,000\r"
439.-1-3 ,323 Vacant rural,48.60,"50,000","FULL MARKET VALUE 50,000\r"
439.-1-4 ,323 Vacant rural,44.50,"50,000","FULL MARKET VALUE 50,000\r"
439.-1-7.11 ,null,198.43,"200,000","FULL MARKET VALUE 200,000\r"
439.-1-7.12 ,null,120.00,"150,000","FULL MARKET VALUE 150,000\r"
439.-1-7.2 ,210 1 Family Res - WTRFNT,4.06,"200,000","FULL MARKET VALUE 200,000\r"
439.-1-8.1 ,null,342.50,"2320,000","FULL MARKET VALUE 2320,000\r"
439.-1-8.2 ,210 1 Family Res - WTRFNT,1.39,"50,000","FULL MARKET VALUE 50,000\r"
